soc_uni,soc,task_id,id,new_descript,word,definition
47-2044,47-2044.00,Tile and Marble Setters,2853,"Mix and spread the material that tiles will stick to. That might be plaster, concrete, mortar, cement, glue, or something else. Use a brush or other tools.",Tiles,"Thin, hard squares. Can be made of clay, stone, marble, wood, and other things."
47-2044,47-2044.00,Tile and Marble Setters,2853,"Mix and spread the material that tiles will stick to. That might be plaster, concrete, mortar, cement, glue, or something else. Use a brush or other tools.",Mortar,Something spread between bricks and stones to stick them together.
47-2051,47-2051.00,Cement Masons and Concrete Finishers,7049,Spread and smooth concrete. Make sure it is even and flat. Use hand tools or power tools to do so.,NA,NA
47-2051,47-2051.00,Cement Masons and Concrete Finishers,7051,"Make sure concrete stays damp inside mixer. Check how wind, heat, or cold affects dampness.",Damp,A little bit wet.
47-2051,47-2051.00,Cement Masons and Concrete Finishers,7063,Spread roofing paper over a floor surface. Spread concrete over the roofing paper. This will be the base for marble tiles.,Surface,The outside of something.
47-2051,47-2051.00,Cement Masons and Concrete Finishers,7063,Spread roofing paper over a floor surface. Spread concrete over the roofing paper. This will be the base for marble tiles.,Tiles,"Thin, hard squares. Can be made of clay, stone, marble, wood, and other things."
47-2061,47-2061.00,Construction Laborers,11457,"Control traffic that is near, in, or around work zones.",Zone,An area set aside for a certain task.
47-2061,47-2061.00,Construction Laborers,11455,Clean and ready building sites. Get rid of anything that could be a risk.,NA,NA
47-2061,47-2061.00,Construction Laborers,11471,Help craft workers. Those workers include masons and people who put down carpets and plaster.,NA,NA
47-2071,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",4798,"Use machines to spread, smooth, strengthen, and flatten road beds. Work with stone, concrete, and pavement.",NA,NA
47-2071,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",4805,"Make sure pavement is even. Adjust the settings and flow of paving machines, as needed. Show workers the places where paving is not even.",NA,NA
47-2071,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",4797,"Check, clean, and fix paving machines. Use hand tools. Report any problems with machines.",NA,NA
47-2073,47-2073.00,Operating Engineers and Other Construction Equipment Operators,9849,Learn and follow rules to stay safe.,NA,NA
47-2073,47-2073.00,Operating Engineers and Other Construction Equipment Operators,9861,Check how much fuel is on hand at building sites. Make sure there is enough.,NA,NA
47-2073,47-2073.00,Operating Engineers and Other Construction Equipment Operators,9872,Keep track of the equipment and materials that workers use. Make note of any problems.,NA,NA
47-2082,47-2082.00,Tapers,13530,"Seal cracks, holes, and spaces between boards and panels. Use trowels and other tools to spread sealing mix.",NA,NA
47-2082,47-2082.00,Tapers,13537,Fill holes and smooth surfaces. Spread on extra layers of sealing mix.,NA,NA
47-2082,47-2082.00,Tapers,13541,Pick the right sealing mix or tape to use.,NA,NA
47-2121,47-2121.00,Glaziers,11485,Figure out how straight walls or ceilings are. Use plumb lines and levels.,Plumb line,A cord with a piece of lead on the end.
47-2121,47-2121.00,Glaziers,11495,"Drive trucks to carry mirrors, glass, equipment, and tools.",NA,NA
47-2121,47-2121.00,Glaziers,11506,Pick the right kind of glass or mirror based on what a buyer needs.,NA,NA
47-2131,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",13545,"Measure and cut insulation. Use tape measures, saws, knives, scissors, and more.",Insulation,"Material that keeps in heat and keeps out cold. It can also keep out damp, or wet, air."
47-2131,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",13546,"Cover and line structures with insulation. Use saws, knives, blowers, and other tools to do so.",Insulation,"Material that keeps in heat and keeps out cold. It can also keep out damp, or wet, air."
47-2131,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",13548,"Cover, seal, and clean insulated surfaces or holes. Use plastic covers, fabric strips, tape, cement, and more to do so.",Insulated,Filled or treated with a material that keeps in heat and keeps out cold.
47-2131,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",13548,"Cover, seal, and clean insulated surfaces or holes. Use plastic covers, fabric strips, tape, cement, and more to do so.",Surface,The outside of something.
47-2141,47-2141.00,"Painters, Construction and Maintenance",11512,"Fill in holes, cracks, and joints. Use putty, plaster, and other fillers to do so. Use putty knives and filling guns.",NA,NA
47-2141,47-2141.00,"Painters, Construction and Maintenance",11511,Use cloths or masking tape and paper to cover surfaces. Protect surfaces from dripping paint.,Surface,The outside of something.
47-2141,47-2141.00,"Painters, Construction and Maintenance",11516,Read or receive work orders from boss or homeowner. Figure out what is needed to do the job.,Receive,To get or take in.
47-2221,47-2221.00,Structural Iron and Steel Workers,11544,Read blueprints and building plans. Figure out how much material is needed and where.,Blueprint,A drawing that shows how something will be built.
47-2221,47-2221.00,Structural Iron and Steel Workers,11546,Use bolts to connect columns and beams. Follow blueprints and orders from worker in charge.,Column,A support that stands upright.
47-2221,47-2221.00,Structural Iron and Steel Workers,11546,Use bolts to connect columns and beams. Follow blueprints and orders from worker in charge.,Blueprint,A drawing that shows how something will be built.
47-2221,47-2221.00,Structural Iron and Steel Workers,11548,Use bolts to line up and connect steel parts that will then be fixed in place.,NA,NA
47-2231,47-2231.00,Solar Photovoltaic Installers,17740,Follow steps and rules to set up solar panels or support structures.,Solar,Something that gets its power from the sunlight.
47-2231,47-2231.00,Solar Photovoltaic Installers,17740,Follow steps and rules to set up solar panels or support structures.,Structure,Something that is built.
47-2231,47-2231.00,Solar Photovoltaic Installers,17756,Set up solar arrays. Connect wiring. Make sure arrays are turned off during set up.,Solar,Something that gets its power from the sunlight.
47-2231,47-2231.00,Solar Photovoltaic Installers,17756,Set up solar arrays. Connect wiring. Make sure arrays are turned off during set up.,Array,A set of wired solar panels.
47-2231,47-2231.00,Solar Photovoltaic Installers,17753,Figure out any risks linked to a solar power set up.,Solar,Something that gets its power from the sunlight.
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",13600,"Mix mortar, plaster, and more. Do so by hand or using machines. Follow standard steps to get right mix.",Mortar,Something spread between bricks and stones to stick them together.
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",13603,"Move, mix, or clean materials. Adjust process as needed.",Process,The steps taken to do something.
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",13599,Find and give supplies to masons. Follow drawings and numbered steps to help with set up.,NA,NA
47-3012,47-3012.00,Helpers--Carpenters,8270,"Use glue, screws, pegs, nails, and hardware to fasten wooden boards.",Fasten,To attach firmly.
47-3012,47-3012.00,Helpers--Carpenters,8269,"Collect tools, equipment, or supplies from storage. Bring them to work site.",Storage,Somewhere to keep something for later use.
47-3012,47-3012.00,Helpers--Carpenters,8267,Put wooden boards and panels in place. Hold them while other workers fasten or cut them.,Fasten,To attach firmly.
47-3013,47-3013.00,Helpers--Electricians,4833,"Measure, cut, and bend wire or tubing. Use hand tools and measuring tools.",NA,NA
47-3013,47-3013.00,Helpers--Electricians,4844,Clean work site and wash parts.,Parts,Pieces needed to make a whole machine work. Example
47-3013,47-3013.00,Helpers--Electricians,4834,"Keep tools, vehicles, equipment, parts, and supplies in order. Make sure they work well.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
47-3013,47-3013.00,Helpers--Electricians,4834,"Keep tools, vehicles, equipment, parts, and supplies in order. Make sure they work well.",Parts,Pieces needed to make a whole machine work. Example
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4860,Get tools and equipment. Choose the right size and kind of pipe. Bring materials and equipment to work site.,NA,NA
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4866,"Clean shop, work site, and machines. Use solvents and rags.",Solvent,"A liquid that dissolves, or breaks down, other substances."
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4870,Fill pipes with sand or something else to keep them from bending out of shape. Hold pipes during bending and set up.,NA,NA
47-3016,47-3016.00,Helpers--Roofers,14926,Check to make sure finished roofs don’t let in water or leak.,NA,NA
47-3016,47-3016.00,Helpers--Roofers,14929,Clean work site and equipment.,NA,NA
47-3016,47-3016.00,Helpers--Roofers,14930,Keep tools and equipment in order. Make sure they work well.,NA,NA
47-4031,47-4031.00,Fence Erectors,13626,"Dig holes for posts. Use hand tools, diggers, and power machines.",NA,NA
47-4031,47-4031.00,Fence Erectors,13633,Attach rail supports to fence posts. Use hammers and pliers.,Pliers,Hand tool used to bend and hold things.
47-4031,47-4031.00,Fence Erectors,13637,Attach wire along the bottom of fence posts. That makes a fencing frame.,NA,NA
47-4051,47-4051.00,Highway Maintenance Workers,4872,Put out signs and cones to move traffic away from work sites.,NA,NA
47-4051,47-4051.00,Highway Maintenance Workers,18783,Take steps to keep vehicles and heavy equipment working. Keep them from breaking down.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
47-4051,47-4051.00,Highway Maintenance Workers,4875,Drive trucks to bring workers and equipment to work sites.,NA,NA
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13655,Put spikes into railroad ties and fasten rails in place. Use spike-driving machines.,Fasten,To attach firmly.
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13646,"Grease machines, change oil, and fill any fluids to the right level.",Fluids,Liquids.
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13656,Run machines that lay railroad tracks or rails at the right distance apart.,NA,NA
47-5013,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",20451,Keep equipment and tools in good working order. Run safety checks.,NA,NA
47-5013,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",7083,"Write up reports to use for billing. Keep track of work done, tools used, or time spent on work.",NA,NA
47-5013,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",7086,Check wells that aren’t fit for use. Find out what needs to be done to make them fit for use.,Fit,"Ready, healthy, or in good shape."
47-5021,47-5021.00,"Earth Drillers, Except Oil and Gas",13671,"Start, stop, and control the drilling speed of machines. Control how pipes are placed into holes.",NA,NA
